,dept_abb,course_num,section,instructor_first_name,instructor_last_name,quarter,year,overall_ratings,content_ratings,contribution_ratings,effectiveness_ratings,interest_ratings,amount_learned_ratings,grading_ratings,user_email,user_password,would_take_again,homework_amount,user_country,user_city,is_recorded,teaching_style,participation_weight,level_of_group_work,exam_weight,ReportedCount,exam_difficulty,DateOfReview
2333,BIOL,220.0,A,Jennifer,Day,AU,18.0,3.54,3.58,2.86,2.69,3.4,3.25,3.14,yumpy@icloud.com,Sj86c75aa^,15.43,2.44,United States,Portland,yes,group work focused,4.01,2.66,0.13,3,4.22,09/30/2018
2334,BIOL,220.0,AB,Mallory,Jackson,AU,18.0,4.38,4.38,4.83,4.83,4.67,4.3,4.5,kmself@outlook.com,ExZ7DX&QNK,28.45,1.02,United States,Seattle,no,powerpoint driven,2.37,3.57,3.76,4,3.78,09/30/2018
2335,BIOL,220.0,AB,Mary,Diamond,SP,19.0,3.93,3.5,4.58,4.5,4.71,4.21,4.0,cmdrgravy@optonline.net,7Y75Xq@52O,64.29,0.07,United States,Portland,no,online,0.6,3.56,4.36,2,3.1,05/26/2019
2336,BIOL,220.0,AD,Mallory,Jackson,AU,18.0,4.04,3.89,4.64,4.77,4.55,4.08,4.42,sokol@verizon.net,I~xG6uSnWz,2.46,2.01,United States,Boston,no,group work focused,4.94,4.17,1.27,12,3.93,09/30/2018
2337,BIOL,220.0,AD,Mary,Diamond,SP,19.0,4.06,4.17,4.64,4.7,4.7,4.3,4.3,ralamosm@yahoo.ca,Z1k1~5cNRp,72.76,3.16,United States,Portland,no,online,0.04,2.26,2.21,5,0.66,05/26/2019
2338,BIOL,220.0,AE,Mallory,Jackson,AU,18.0,4.75,4.82,4.82,4.92,4.92,4.82,4.92,mhoffman@comcast.net,wqjx2$4260,67.15,2.01,United States,Bellevue,yes,alternative resource heavy,0.17,0.33,3.46,14,4.8,09/30/2018
2339,BIOL,220.0,AF,Mary,Diamond,WI,19.0,4.33,4.0,4.69,4.69,4.85,4.57,4.57,privcan@gmail.com,i~f^9Ihu=V,36.94,3.3,United States,Boston,no,powerpoint driven,0.98,2.61,4.05,4,0.93,01/31/2019
2340,BIOL,220.0,AH,Mary,Diamond,WI,19.0,4.17,4.1,4.5,4.5,4.38,4.13,4.0,maratb@live.com,1Zt#nj&u=F,79.96,3.01,United States,Portland,yes,alternative resource heavy,0.65,4.86,0.88,8,0.71,01/31/2019
2341,BIOL,220.0,AH,Mallory,Jackson,AU,18.0,4.13,3.94,4.6,4.6,4.25,4.0,4.1,gamma@sbcglobal.net,S?8U3Qc!n6,68.55,3.51,United States,Seattle,yes,online,1.69,2.84,4.43,10,1.01,09/30/2018
2342,BIOL,220.0,AI,Carly,Busch,SP,19.0,4.23,4.0,4.7,4.7,4.75,4.25,4.58,nasor@live.com,8M2=$Wx+mx,95.26,2.95,United States,Portland,no,online,0.78,0.57,2.44,2,3.08,05/26/2019
2343,BIOL,220.0,AJ,Mallory,Jackson,AU,18.0,4.81,4.75,4.86,4.86,4.68,4.68,4.75,animats@aol.com,Q82mUynr_H,28.88,1.58,United States,Bellevue,no,group work focused,3.58,4.3,3.29,4,2.72,09/30/2018
2344,BIOL,220.0,AJ,Jeffrey,Smith,SP,19.0,4.82,4.73,4.95,4.95,4.98,4.68,4.54,torgox@att.net,LWH&_ie-75,60.75,1.52,United States,San Francisco,no,group work focused,3.23,0.19,1.97,13,2.4,05/26/2019
2345,BIOL,220.0,AK,Carly,Busch,SP,19.0,4.7,4.1,4.7,4.7,4.64,4.39,4.5,monopole@comcast.net,DX5+7398o^,27.29,0.75,United States,Issaquah,yes,visual,4.3,1.76,0.69,14,3.99,05/26/2019
2346,BIOL,220.0,AL,Mary,Diamond,WI,19.0,4.8,4.63,4.8,4.8,4.8,4.8,4.8,kwilliams@live.com,1Y#F7Ac6Ul,85.49,4.91,United States,Boston,no,industry example based,3.6,3.87,1.83,10,3.89,01/31/2019
2347,BIOL,220.0,AM,Kaelah,Gendron,SP,19.0,4.8,4.55,4.84,4.8,4.75,4.55,4.63,sassen@yahoo.ca,2Wd!oJ%MGF,4.63,2.86,United States,Bellevue,no,group work focused,1.98,1.36,4.01,3,1.43,05/26/2019
2348,BIOL,220.0,AN,Mary,Diamond,WI,19.0,4.86,4.75,4.86,4.86,4.86,4.75,4.75,leviathan@comcast.net,jGF4?vCVr*,51.27,0.85,United States,San Francisco,yes,online,2.91,1.57,0.21,8,4.26,01/31/2019
2349,BIOL,220.0,AN,Mallory,Jackson,AU,18.0,4.79,4.67,4.91,4.91,4.83,4.67,4.5,afeldspar@hotmail.com,4aSvtbC6UU,79.01,2.74,United States,Bellevue,yes,powerpoint driven,4.83,1.0,0.99,11,1.06,09/30/2018
2350,BIOL,220.0,AN,Mary,Diamond,SP,19.0,4.0,3.83,4.79,4.5,4.42,3.5,4.17,kingma@optonline.net,dEGWUp7~wd,4.58,4.85,United States,Issaquah,yes,group work focused,2.06,1.69,3.13,3,2.5,05/26/2019
2351,BIOL,220.0,AP,Mary,Diamond,SP,19.0,4.84,4.75,4.84,4.8,4.92,4.84,4.75,doormat@sbcglobal.net,e54A-q9RDD,96.93,1.06,United States,Seattle,no,online,2.32,0.85,0.84,15,1.95,05/26/2019
2352,BIOL,220.0,AQ,Carly,Busch,SP,19.0,4.58,4.41,4.83,4.83,4.83,4.5,4.58,claesjac@comcast.net,8MB282nx^d,44.5,4.02,United States,Los Angeles,yes,problem based,0.53,0.98,4.98,15,2.38,05/26/2019
2353,BIOL,220.0,AR,Mary,Diamond,SP,19.0,4.36,4.13,4.71,4.77,4.71,4.17,4.0,boser@yahoo.ca,H6-8q7fY+9,60.15,3.7,United States,Bellevue,no,industry example based,1.5,2.56,4.41,0,2.75,05/26/2019
2354,BIOL,220.0,AS,Jeffrey,Smith,SP,19.0,4.68,4.31,4.93,4.89,4.93,4.82,4.62,malattia@yahoo.com,TA1**5TB7!,94.91,1.61,United States,Portland,no,powerpoint driven,3.64,1.86,2.04,9,0.5,05/26/2019
2355,BIOL,220.0,AU,Jeffrey,Smith,SP,19.0,4.87,4.7,4.95,4.93,4.98,4.79,4.79,oracle@gmail.com,Xt0UxW8ouC,39.02,2.18,United States,Portland,yes,powerpoint driven,0.06,2.54,0.38,10,4.86,05/26/2019
2356,BIOL,220.0,AV,Carly,Busch,SP,19.0,4.15,3.75,4.36,4.43,4.31,3.94,3.45,skippy@gmail.com,vZpC7!VyO3,42.1,1.43,United States,Issaquah,yes,alternative resource heavy,2.08,1.64,1.81,3,2.02,05/26/2019
2357,BIOL,220.0,AW,Jeffrey,Smith,SP,19.0,4.54,4.33,4.78,4.86,4.89,4.68,4.68,malin@msn.com,46djp?5EC0,65.15,0.91,United States,San Francisco,no,online,4.51,2.86,4.65,7,1.97,05/26/2019
2358,BIOL,220.0,AY,Kaelah,Gendron,SP,19.0,4.69,4.44,4.92,4.92,4.84,4.69,4.63,bulletin@icloud.com,iGN0f3&1Vx,93.04,3.35,United States,Boston,no,problem based,2.19,3.49,3.52,6,2.17,05/26/2019
2359,BIOL,220.0,AZ,Mary,Diamond,SP,19.0,4.65,4.5,4.81,4.71,4.71,4.28,4.38,cosimo@live.com,76$0*Va=Qw,24.94,4.7,United States,Portland,no,industry example based,4.9,4.67,2.03,9,0.94,05/26/2019
2360,BIOL,270.0,A,Carl,Bergstrom,AU,18.0,4.57,4.63,4.63,4.57,4.44,4.5,4.5,malattia@yahoo.ca,w8*Q7pzqIb,78.17,3.5,United States,Boston,no,industry example based,2.31,1.81,4.47,9,2.75,09/30/2018
2361,BIOL,280.0,A,Peter,Ward,SU,19.0,4.0,4.0,4.0,3.5,4.5,4.0,4.0,marcs@verizon.net,OUd6WQZuO=,61.97,3.04,United States,Boston,no,online,4.89,4.25,3.14,9,0.85,07/23/2019
2362,BIOL,302.0,A,Richard,Lee,SU,19.0,4.5,4.5,4.75,4.75,4.75,4.5,4.0,sartak@optonline.net,gy9x2&7+th,28.47,0.04,United States,Los Angeles,yes,problem based,2.76,2.16,0.35,11,1.7,07/23/2019
2363,BIOL,302.0,A,Linda,Martin-Morris,WI,19.0,4.6,4.38,4.38,4.6,4.94,4.75,4.0,rbarreira@comcast.net,7l@J7Z*@%Z,79.61,3.16,United States,Bellevue,no,problem based,2.98,3.11,2.58,1,0.96,01/31/2019
2364,BIOL,302.0,A,Takato,Imaizumi,AU,18.0,4.3,4.25,3.5,3.83,4.38,4.5,3.5,carroll@yahoo.com,XM1J%qy8q*,43.01,0.98,United States,Seattle,yes,alternative resource heavy,2.66,1.54,1.44,11,3.01,09/30/2018
2365,BIOL,302.0,B,Richard,Lee,SU,19.0,4.83,4.83,4.83,4.83,4.83,4.83,4.83,jelmer@att.net,04Je6oz94i,50.66,2.27,United States,Los Angeles,no,group work focused,2.97,3.3,1.02,11,0.02,07/23/2019
2366,BIOL,302.0,B,Linda,Martin-Morris,WI,19.0,4.3,4.75,4.64,4.5,4.83,4.64,3.25,qmacro@mac.com,sD$5GoaE3t,53.97,0.17,United States,Los Angeles,no,group work focused,0.6,2.06,1.02,2,0.43,01/31/2019
2367,BIOL,305.0,A,P,Boersma,SP,19.0,4.17,3.75,4.0,4.0,4.17,4.5,4.5,bdbrown@yahoo.ca,2H32bM0w^+,1.4,0.61,United States,Boston,no,visual,2.53,0.43,3.94,8,3.23,05/26/2019
2368,BIOL,310.0,A,Casey,Self,SP,19.0,4.75,4.79,4.88,4.85,4.8,4.92,4.62,jonathan@comcast.net,hV3QT93nES,14.45,0.75,United States,Boston,no,powerpoint driven,1.87,3.2,1.49,3,0.75,05/26/2019
2369,BIOL,310.0,A,Casey,Self,AU,18.0,4.67,4.73,4.83,4.73,4.79,4.79,4.33,munson@att.net,xF^31HIoRx,80.5,3.59,United States,Seattle,yes,problem based,1.69,2.66,4.42,14,4.32,09/30/2018
2370,BIOL,313.0,A,Ben,Wiggins,SU,19.0,4.9,4.94,4.97,4.97,5.0,4.97,4.94,dwendlan@me.com,A9H$gZCgv=,14.17,4.17,United States,Boston,no,group work focused,2.83,0.36,4.25,6,1.63,07/23/2019
2371,BIOL,315.0,A,Lauren,Buckley,AU,18.0,3.6,3.88,3.88,3.2,4.0,3.63,3.8,jfriedl@yahoo.ca,Ug^7WM4Xqd,28.04,1.64,United States,San Francisco,no,group work focused,1.54,1.39,1.46,8,4.23,09/30/2018
2372,BIOL,315.0,A,Hilary,Hayford,SP,19.0,4.36,4.38,4.76,4.61,4.81,4.54,4.44,tsuruta@verizon.net,15HvcG3M16,45.21,3.26,United States,Los Angeles,no,powerpoint driven,1.37,1.12,2.52,0,2.68,05/26/2019
2373,BIOL,317.0,A,Audrey,Ragsac,SU,19.0,3.0,3.13,2.75,2.75,3.75,2.25,2.25,jmcnamara@yahoo.ca,0q?r*Q__PM,23.61,3.3,United States,Bellevue,no,problem based,0.75,4.7,3.29,2,4.68,07/23/2019
2374,BIOL,317.0,A,Richard,Olmstead,SP,19.0,3.82,3.73,4.22,3.94,4.12,4.23,3.57,jeteve@comcast.net,lK6fKNwo3d,76.64,1.49,United States,Bellevue,yes,group work focused,1.92,2.42,0.87,10,2.96,05/26/2019
2375,BIOL,350.0,A,Michelle,Casad,WI,19.0,2.1,2.76,2.65,1.57,2.79,2.37,2.14,spadkins@mac.com,Rae~@$X^tU,64.75,3.01,United States,Bellevue,yes,industry example based,0.52,3.18,0.87,7,0.72,01/31/2019
2376,BIOL,350.0,A,Michael,Kennedy,SP,19.0,3.33,3.5,3.69,3.18,4.21,3.5,3.3,haddawy@outlook.com,6Frvf!kGRd,82.52,4.44,United States,San Francisco,yes,problem based,3.91,4.68,2.44,12,0.09,05/26/2019
2377,BIOL,350.0,AD,Cole,Hansen,SP,19.0,4.6,4.6,4.6,4.6,4.75,4.6,4.33,russotto@icloud.com,3ihIziq04C,94.47,1.72,United States,San Francisco,no,visual,4.84,0.92,0.46,6,2.53,05/26/2019
2378,BIOL,350.0,AE,Cole,Hansen,SP,19.0,4.4,4.25,4.69,4.69,4.57,4.57,4.57,jschauma@yahoo.ca,RhT9@KK53i,10.16,1.87,United States,Boston,no,group work focused,1.9,3.85,1.1,2,2.5,05/26/2019
2379,BIOL,350.0,AF,Cole,Hansen,SP,19.0,4.67,4.67,4.88,4.88,4.75,4.75,4.67,duchamp@live.com,Zu+qK9Crw4,96.19,3.41,United States,Bellevue,no,problem based,3.88,2.92,0.91,8,2.77,05/26/2019
2380,BIOL,354.0,A,Jacob,Cooper,SP,19.0,4.88,4.9,4.94,4.9,4.9,4.92,4.79,neonatus@verizon.net,PNCQcj23K9,28.63,0.91,United States,Los Angeles,yes,group work focused,2.66,2.61,4.88,5,3.11,05/26/2019
2381,BIOL,354.0,A,Jon,Herron,AU,18.0,4.67,4.67,4.84,4.81,4.76,4.54,4.44,rsmartin@att.net,Agdp-o0ThT,34.26,4.59,United States,Boston,yes,industry example based,2.8,2.08,1.02,0,2.43,09/30/2018
2382,BIOL,355.0,A,Patrick,Bullard,SU,19.0,4.85,4.85,4.38,4.38,4.69,4.85,4.69,russotto@aol.com,ra2#@~-_a9,30.34,2.02,United States,Boston,yes,group work focused,0.86,0.31,3.15,6,4.17,07/23/2019
2383,BIOL,355.0,A,Brian,Buchwitz,SU,19.0,4.84,4.84,4.96,4.93,4.97,4.92,4.75,tmccarth@msn.com,q5X-?kJl5I,93.83,4.89,United States,Los Angeles,yes,powerpoint driven,2.83,0.11,2.95,12,0.03,07/23/2019
2384,BIOL,355.0,A,Barbara,Wakimoto,WI,19.0,2.92,3.19,3.07,2.23,3.64,3.1,2.61,snunez@sbcglobal.net,1fABR3PQO1,36.31,1.3,United States,Los Angeles,yes,group work focused,3.08,0.73,1.63,5,4.75,01/31/2019
2385,BIOL,355.0,A,Linda,Martin-Morris,AU,18.0,3.3,3.7,3.9,3.0,3.36,3.5,3.5,nachbaur@icloud.com,T_39176V6U,63.7,1.04,United States,San Francisco,no,alternative resource heavy,0.63,1.05,4.38,12,0.59,09/30/2018
2386,BIOL,355.0,A,Justine,Liepkalns,SP,19.0,3.58,3.82,3.88,3.52,4.36,3.83,3.39,esokullu@aol.com,Yi9d=P^23P,79.25,3.03,United States,Bellevue,no,group work focused,2.82,0.28,1.59,0,4.3,05/26/2019
2387,BIOL,355.0,B,Linda,Martin-Morris,AU,18.0,4.33,4.13,4.5,4.33,4.81,4.36,3.88,nighthawk@sbcglobal.net,sg?rYJ-_O5,67.96,2.73,United States,Los Angeles,no,online,1.44,0.64,4.66,1,1.55,09/30/2018
2388,BIOL,356.0,A,Jennifer,Ruesink,AU,18.0,4.0,4.0,4.21,3.67,4.65,4.07,4.07,lbecchi@gmail.com,2!Xh$ese8f,24.51,4.42,United States,Portland,no,alternative resource heavy,4.71,0.45,3.9,7,4.82,09/30/2018
2389,BIOL,400.0,A,Mallorie,Taylor-Teeples,AU,18.0,3.67,3.83,4.19,4.14,4.5,4.28,4.28,inico@gmail.com,atli1&8!Df,12.74,2.89,United States,Issaquah,yes,alternative resource heavy,3.84,0.76,4.97,11,2.4,09/30/2018
2390,BIOL,401.0,A,Lisa,Voelker,SU,19.0,4.93,5.0,4.93,4.93,4.93,4.93,4.83,chrisk@outlook.com,9D78V-%f19,94.72,4.9,United States,Issaquah,yes,visual,3.89,3.74,1.06,15,0.9,07/23/2019
2391,BIOL,401.0,A,Mandy,Schivell,WI,19.0,4.87,4.91,4.94,4.94,,,,harpes@me.com,ZOUN4~p9qh,27.22,1.34,United States,Boston,no,industry example based,4.91,3.92,2.81,1,2.4,01/31/2019
2392,BIOL,401.0,A,Michelle,Casad,SP,19.0,3.75,3.83,3.83,3.5,3.5,3.75,3.25,arnold@optonline.net,NQtS1~E#dI,31.7,4.91,United States,Bellevue,yes,group work focused,3.93,1.38,4.77,3,4.0,05/26/2019
2393,BIOL,402.0,A,Alexander,Paredez,SP,19.0,4.58,4.71,3.88,3.67,4.2,4.29,4.2,donev@optonline.net,7M74~~Z?0R,51.79,4.72,United States,Portland,no,visual,1.71,0.49,3.94,7,0.27,05/26/2019
2394,BIOL,404.0,A,Horacio,De,AU,18.0,3.74,3.72,3.87,3.67,4.09,3.75,3.71,csilvers@hotmail.com,cDO$XkQ38t,68.02,2.66,United States,Portland,no,group work focused,0.24,0.86,2.2,12,3.54,09/30/2018
2395,BIOL,405.0,A,Barbara,Wakimoto,SP,19.0,4.0,4.0,4.0,4.0,4.0,4.0,3.75,konit@mac.com,p4GuVO512V,62.15,0.19,United States,Seattle,no,visual,1.92,0.18,4.35,11,1.81,05/26/2019
2396,BIOL,408.0,A,Eliot,Brenowitz,WI,19.0,4.4,4.19,4.64,4.64,4.81,4.25,4.14,warrior@yahoo.ca,2nE4FKwa$B,67.61,0.42,United States,Boston,no,alternative resource heavy,2.67,2.91,4.63,6,0.74,01/31/2019
2397,BIOL,408.0,A,Joseph,Sisneros,WI,19.0,4.21,4.17,4.33,4.36,4.68,4.3,4.5,netsfr@att.net,d752?dpcKE,30.53,0.43,United States,Boston,no,online,2.79,0.49,3.93,12,1.78,01/31/2019
2398,BIOL,411.0,A,Brian,Buchwitz,AU,18.0,4.33,4.39,4.8,4.62,4.84,4.5,4.32,mccurley@optonline.net,iW713j6#~1,73.8,4.12,United States,Boston,no,online,1.62,3.8,1.01,1,2.36,09/30/2018
2399,BIOL,411.0,A,Jeffrey,Rasmussen,SP,19.0,4.27,4.46,4.46,4.3,4.59,4.33,4.14,lukka@live.com,99424%BJBw,95.07,0.71,United States,Bellevue,no,visual,3.91,0.88,1.78,13,1.44,05/26/2019
2400,BIOL,413.0,A,Jay,Parrish,WI,19.0,4.17,4.0,3.5,4.17,4.17,4.17,3.83,treit@mac.com,q8VU3_mQvs,99.14,4.99,United States,Bellevue,no,powerpoint driven,1.29,2.46,2.23,0,0.64,01/31/2019
2401,BIOL,416.0,A,Takato,Imaizumi,SP,19.0,3.75,3.75,4.5,3.5,4.64,4.75,4.75,dkasak@att.net,rv!m-9CmtM,26.93,4.54,United States,Seattle,no,powerpoint driven,3.59,0.78,2.08,2,2.81,05/26/2019
2402,BIOL,417.0,A,Moon,Draper,WI,19.0,4.5,4.5,4.63,4.63,4.82,4.5,4.5,bigmauler@yahoo.com,lmnwABX0&6,38.37,2.28,United States,Issaquah,yes,visual,3.15,4.13,0.92,0,3.56,01/31/2019
2403,BIOL,418.0,A,Horacio,De,SP,19.0,3.9,4.1,4.19,3.98,4.09,4.1,3.89,blixem@mac.com,3I0tb$yFh0,90.58,0.84,United States,Boston,yes,problem based,3.77,4.91,3.98,6,3.96,05/26/2019
2404,BIOL,419.0,A,Kameron,Harris,WI,19.0,3.17,3.28,2.63,2.17,3.39,2.83,3.5,daveed@att.net,5mev3Da649,56.57,3.42,United States,Boston,no,group work focused,1.99,0.94,4.31,9,2.2,01/31/2019
2405,BIOL,419.0,A,Bingni,Brunton,WI,19.0,3.79,3.93,4.28,4.21,3.72,4.0,3.5,dleconte@yahoo.ca,7p809i62EG,83.73,4.55,United States,San Francisco,yes,online,3.91,3.22,1.26,6,3.28,01/31/2019
2406,BIOL,421.0,A,Lauren,Buckley,SP,19.0,3.25,3.67,3.5,3.5,3.83,3.5,3.5,jginspace@verizon.net,ixEkB+PWaz,50.29,1.29,United States,Bellevue,yes,group work focused,2.45,1.27,1.27,0,1.8,05/26/2019
2407,BIOL,422.0,A,Elizabeth,Van,SP,19.0,4.81,4.71,4.95,4.89,4.71,4.81,4.81,jeffcovey@icloud.com,GN2B8D6~4X,18.13,4.54,United States,Boston,yes,visual,3.29,2.58,4.58,6,3.98,05/26/2019
2408,BIOL,423.0,A,Hilary,Hayford,WI,19.0,4.67,4.64,4.82,4.77,4.91,4.55,4.82,loscar@live.com,V$LNOwsE!L,64.23,4.98,United States,Boston,yes,problem based,0.23,3.42,1.18,15,4.4,01/31/2019
2409,BIOL,423.0,A,Hilary,Hayford,AU,18.0,4.67,4.67,4.79,4.67,4.67,4.67,4.5,falcao@outlook.com,nYHxG%0EK!,7.84,0.17,United States,Boston,yes,problem based,3.89,1.62,2.31,15,0.77,09/30/2018
2410,BIOL,425.0,A,Jennifer,Doherty,WI,19.0,4.0,4.33,4.5,4.5,4.75,3.83,4.5,philen@yahoo.com,1n-pvcRn=!,57.8,2.43,United States,Issaquah,no,problem based,4.1,4.99,1.42,15,1.77,01/31/2019
2411,BIOL,425.0,A,Elizabeth,Van,WI,19.0,4.17,4.17,4.0,4.25,4.75,4.0,4.5,msusa@gmail.com,G%-kZg814w,54.23,4.33,United States,Issaquah,yes,industry example based,2.36,0.39,1.46,10,0.39,01/31/2019
2412,BIOL,427.0,A,Thomas,Daniel,AU,18.0,4.69,4.67,4.87,4.78,4.82,4.56,4.59,satishr@mac.com,I86Qi2-b~v,3.09,1.61,United States,Issaquah,yes,powerpoint driven,0.38,2.61,3.41,7,2.03,09/30/2018
2413,BIOL,431.0,A,Linda,Martin-Morris,AU,18.0,4.17,4.25,4.5,4.5,4.67,4.5,4.67,samavati@hotmail.com,BxHov=w1aU,66.47,0.42,United States,Boston,no,problem based,2.78,1.98,3.75,0,2.4,09/30/2018
2414,BIOL,431.0,B,Linda,Martin-Morris,AU,18.0,4.67,4.67,3.33,4.0,4.88,4.88,4.0,hikoza@verizon.net,htC5pH2Jqe,65.19,2.67,United States,Bellevue,no,group work focused,1.49,2.28,1.03,4,0.51,09/30/2018
2415,BIOL,433.0,A,Jennifer,Ruesink,AU,18.0,4.67,4.88,4.88,4.67,4.88,4.67,4.25,drhyde@hotmail.com,SRD^r34~IV,38.47,3.26,United States,Seattle,no,problem based,1.11,4.15,2.97,1,2.17,09/30/2018
2416,BIOL,434.0,A,Mandy,Schivell,SU,19.0,4.83,5.0,5.0,5.0,5.0,5.0,5.0,sokol@icloud.com,9azELf-jI2,14.69,2.25,United States,Seattle,no,online,1.22,1.34,0.52,3,2.11,07/23/2019
2417,BIOL,434.0,A,Kenneth,Sebens,WI,19.0,3.17,3.3,3.7,3.17,3.13,3.67,3.6,jgoerzen@outlook.com,5FW5tkR29l,42.02,3.97,United States,Issaquah,no,visual,0.6,3.25,1.81,14,0.08,01/31/2019
2418,BIOL,434.0,A,Mandy,Schivell,SP,19.0,4.75,4.6,4.86,4.86,4.94,4.86,4.75,bader@verizon.net,f+6yG^z$o0,10.39,4.1,United States,Seattle,no,online,2.68,3.86,1.32,7,4.91,05/26/2019
2419,BIOL,437.0,A,Itzue,Caviedes,SP,19.0,4.56,4.56,4.88,4.75,4.82,4.67,4.4,adillon@live.com,ZX&0FR@_~o,93.57,1.36,United States,Portland,no,industry example based,1.48,4.38,4.59,4,1.1,05/26/2019
2420,BIOL,438.0,A,Caroline,Stromberg,AU,18.0,3.5,4.5,4.0,4.5,4.83,4.83,3.5,jbarta@yahoo.com,y=Ml1j7L6Q,27.17,1.5,United States,Bellevue,no,powerpoint driven,1.08,3.39,2.81,3,2.37,09/30/2018
2421,BIOL,440.0,A,Joseph,Ammirati,SP,19.0,4.0,3.5,4.0,3.17,2.5,3.5,4.9,tezbo@icloud.com,3!Rk5~Un8i,64.44,1.9,United States,Los Angeles,yes,problem based,2.47,3.17,0.18,2,2.35,05/26/2019
2422,BIOL,440.0,B,Joseph,Ammirati,SP,19.0,4.0,4.5,4.17,3.5,3.5,4.0,4.5,unreal@yahoo.ca,1K@W=74#mt,2.61,2.22,United States,San Francisco,no,powerpoint driven,3.01,1.9,2.07,0,1.73,05/26/2019
2423,BIOL,441.0,A,Veronica,Di,AU,18.0,3.68,3.82,4.03,3.93,4.0,3.97,3.75,mjewell@mac.com,v9Fj9^vgsE,91.33,2.38,United States,Los Angeles,no,group work focused,0.46,2.31,2.3,15,4.8,09/30/2018
2424,BIOL,444.0,A,John,Klicka,SP,19.0,4.83,4.83,4.5,4.25,4.7,4.83,4.25,scottzed@msn.com,hU7sML53FF,90.05,1.77,United States,Boston,no,visual,4.66,0.2,4.1,4,0.77,05/26/2019
2425,BIOL,449.0,A,Adam,Leache,WI,19.0,4.1,4.25,4.75,4.5,4.9,4.25,3.5,tellis@optonline.net,a0?Syu2pWW,97.86,2.52,United States,Issaquah,no,industry example based,2.52,2.72,0.91,14,2.08,01/31/2019
2426,BIOL,452.0,A,Karen,Petersen,SU,19.0,4.65,4.59,4.81,4.74,4.81,4.78,4.53,crandall@icloud.com,9PEnYb507a,22.01,1.14,United States,Portland,no,group work focused,1.81,3.96,3.32,3,0.46,07/23/2019
2427,BIOL,452.0,A,Karen,Petersen,SP,19.0,4.52,4.47,4.78,4.61,4.71,4.58,4.22,jgmyers@att.net,7zMN8yuMeE,21.5,2.53,United States,Los Angeles,no,alternative resource heavy,1.7,3.17,4.6,10,3.51,05/26/2019
2428,BIOL,453.0,A,Karen,Petersen,WI,19.0,4.11,4.11,4.5,4.07,4.64,4.59,3.73,johndo@verizon.net,b5U1KxPz1f,70.62,4.64,United States,Boston,no,problem based,4.03,1.28,3.31,12,1.5,01/31/2019
2429,BIOL,453.0,A,Christian,Sidor,AU,18.0,4.69,4.72,4.69,4.72,4.72,4.78,4.72,pkplex@sbcglobal.net,v^vd_z!&n2,33.67,4.39,United States,Los Angeles,no,group work focused,2.05,4.26,4.49,9,2.31,09/30/2018
2430,BIOL,455.0,A,Justine,Liepkalns,AU,18.0,3.29,3.81,3.7,3.11,3.95,3.97,2.93,pajas@mac.com,3IXyvJy7^%,33.16,0.43,United States,Seattle,no,online,4.23,2.63,1.09,5,4.55,09/30/2018
2431,BIOL,455.0,A,Justine,Liepkalns,WI,19.0,2.78,3.75,2.84,2.08,3.22,3.45,2.27,haddawy@sbcglobal.net,LSnIc_2slR,81.28,1.34,United States,Los Angeles,yes,alternative resource heavy,4.79,2.56,3.37,1,1.64,01/31/2019
2432,BIOL,455.0,AA,Kristin,Fitzpatrick,AU,18.0,3.13,3.43,3.33,3.2,3.58,3.06,3.08,earmstro@verizon.net,r-yi+IYTP2,84.62,1.65,United States,Los Angeles,no,industry example based,3.78,2.72,4.74,4,0.37,09/30/2018
2433,BIOL,455.0,AB,Kristin,Fitzpatrick,AU,18.0,4.17,4.0,4.25,4.0,4.33,4.0,4.5,carroll@verizon.net,l47~H1&!Tq,64.12,1.6,United States,San Francisco,no,powerpoint driven,1.44,3.92,2.3,10,3.78,09/30/2018
2434,BIOL,455.0,AC,Kristin,Fitzpatrick,AU,18.0,2.94,3.0,3.29,3.25,3.57,3.0,3.06,empathy@hotmail.com,E2a497qBEU,47.63,1.48,United States,Bellevue,no,problem based,1.7,0.86,0.2,10,0.34,09/30/2018
2435,BIOL,459.0,A,Martha,Bosma,SU,19.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,grossman@sbcglobal.net,PAkBz4D*2J,87.71,2.96,United States,Issaquah,no,group work focused,2.7,1.26,2.39,15,2.53,07/23/2019
2436,BIOL,459.0,A,Martha,Bosma,WI,19.0,4.65,4.73,4.73,4.73,4.77,4.85,4.14,weazelman@hotmail.com,C!ZkavJ8Q1,35.31,2.67,United States,Los Angeles,yes,visual,0.36,2.07,2.16,12,2.56,01/31/2019
2437,BIOL,461.0,A,Moon,Draper,WI,19.0,4.25,4.67,4.67,4.38,4.88,4.19,3.42,rfisher@verizon.net,97J%~f9lwX,65.15,2.62,United States,Seattle,no,alternative resource heavy,2.42,1.03,3.82,15,2.02,01/31/2019
2438,BIOL,462.0,A,Mary,Wenderoth,SP,19.0,4.6,4.6,4.8,4.75,4.62,4.71,3.93,benanov@att.net,KpG@D*RMZC,9.59,2.13,United States,Issaquah,no,powerpoint driven,4.21,3.33,1.58,9,1.09,05/26/2019
